ID,Nom de la filiale,Pays,Région,Secteur d'activité,Type de production,Volume de production,Coût de production,Prix de vente,Revenu,Dépenses,Profit,Nombre d'employés,Taux d'accidents,Investissements en RD,Emissions de CO2,Efficacité énergétique,Date de création de la filiale,Date de dernier rapport financier,Note ESG,Statut légal,Part de marché
2157,Schwartz Group,Hungary,New Joannaview,Exploration,Pétrole,6243,317795.0863718644,298160.38028649386,479923.3736801018,457343.5350806541,-47000.34289712107,3485,2.389099930155816,271222.4523535517,2211.494560610271,62.605729420361655,1994-03-16,2023-08-02,1.64,Privée,9.38
2158,"Smith, Lambert and Morris",Bosnia and Herzegovina,Maciasborough,Exploration,Hydroélectrique,4988,130742.81029817925,321027.3061274004,901109.0767169882,137576.71170710068,364696.6345624217,1246,9.390038796006978,460258.6863181551,1637.0900440573184,40.256144673255626,2013-01-11,2023-03-30,63.16,Partenariat,36.69
2159,Malone-Keith,Croatia,South Michael,Production,Pétrole,5471,100497.0346764528,592355.959502541,949555.9789178123,370319.5186541502,333902.02901426185,2681,5.61344144157677,223500.7009951098,8667.557390577207,59.02423083191655,1998-12-22,2023-05-11,90.85,Publique,21.23
2160,"Ayala, Figueroa and Hughes",South Georgia and the South Sandwich Islands,Karenburgh,Production,Hydroélectrique,453,108065.8175107922,77881.20971998491,807257.2085453335,212307.22143343816,48928.98267057564,4726,4.203468017167169,363477.4496298978,9426.577247793326,98.77126902872214,2015-10-20,2023-08-04,76.31,Partenariat,49.51
2161,Hernandez-Sanchez,Guernsey,West Tony,Distribution,Éolien,5875,456778.7934015176,135668.29224890756,602788.1691371913,318241.6186193573,244606.6111787608,621,9.205249206661794,264548.1498594938,9944.156933704216,69.06695477692142,1996-04-25,2023-08-12,39.82,Publique,51.99
2162,Gonzalez-Martin,Antigua and Barbuda,Weavermouth,Distribution,Pétrole,2800,364783.16256567446,219510.93163936053,132164.8511890745,320989.2024552654,144016.5416520838,1631,7.570722224127237,211329.9508659609,5471.65603164189,35.32055933597387,2001-09-01,2023-11-19,40.57,Privée,34.71
2163,"Pineda, Kelly and Banks",Mauritius,Montgomeryfurt,Renouvelables,Éolien,7941,342371.18660895305,332291.25313445984,295703.11960098345,362562.8458731681,391104.7103186965,2592,3.098739217222345,427592.0412117811,5258.93167688212,94.52648586034556,1996-11-02,2023-02-11,86.58,Partenariat,19.02
2164,Hughes Ltd,Malta,Amymouth,Exploration,Gaz,2495,287551.9689239027,191656.7515189917,176987.6514843707,221489.50864562803,-40171.054331489446,4874,9.684421834442825,334672.04768216645,2999.560754262424,42.07643016728029,1997-07-27,2023-03-11,8.95,Partenariat,55.36
2165,Turner PLC,Western Sahara,Katherinemouth,Raffinage,Hydroélectrique,978,219761.345667002,134378.77285770734,978290.8278770824,87923.28399954672,88644.50216274866,1582,0.8502050731995181,69795.65596583945,7076.860899422698,90.14518822904992,2008-04-26,2023-01-31,10.26,Publique,47.4
2166,"Thomas, Henderson and Ross",Azerbaijan,Durhamborough,Exploration,Pétrole,6659,422719.2613000033,371074.911656936,130212.53539256728,452074.8086790716,125577.17257054898,2476,1.5287015013439598,127805.15129026992,4435.389266619465,78.59781582079256,1998-04-20,2023-09-08,94.28,Partenariat,67.07
2167,Huff-Daniels,Pakistan,South Michelle,Production,Gaz,9908,467551.61487176426,493805.6907137685,954327.0311894309,391506.3115522601,309751.86880447646,3822,9.904508731240195,475045.744133131,732.5393874765509,21.416406797858983,1997-09-15,2023-06-01,88.56,Partenariat,6.63
2168,Romero-Jones,Gibraltar,East Christophertown,Raffinage,Pétrole,1845,195040.73777022297,422517.43835089775,137401.03958881655,284651.8605578537,395976.82405564544,2016,4.351476897523659,200369.1525037001,9478.43450473823,53.81584407906785,1994-12-08,2023-08-13,19.7,Partenariat,70.07
2169,"Barnett, Hughes and Fowler",Korea,East Alexanderchester,Raffinage,Éolien,2817,109632.33531563876,231163.697985862,688310.3606466982,421128.2331586693,475380.1906295266,2428,8.970105774776147,405741.1214823458,8662.599019048943,94.17718100114269,2001-10-31,2023-07-31,27.7,Publique,51.39
2170,"Smith, Miller and Mills",Puerto Rico,Lake Jenniferfort,Exploration,Éolien,2930,436237.2077617838,196604.57527366557,537205.4477146514,407133.49578411673,161523.54779619636,1736,2.080644109935622,161167.97170799496,4810.809695648361,79.36868400574319,1994-11-19,2023-07-16,29.41,Privée,67.77
2171,"Harris, Clayton and Allen",Chad,Johnsonville,Raffinage,Hydroélectrique,8286,212217.9103352445,184465.8058956072,609493.7382631303,65239.84480412337,331077.2318266578,4470,5.538749000744328,349231.7073705436,6733.4108043456645,30.636646771090884,2014-07-06,2023-04-05,84.42,Partenariat,12.77
2172,Anderson Group,Uganda,Christopherton,Exploration,Pétrole,3420,235552.58600194415,293125.6850617538,707730.7263361111,403582.4900302979,268777.5887161849,3511,0.4364172536259902,192255.02891874345,4163.827022019151,87.27133488886948,2003-07-30,2023-04-12,32.63,Privée,70.01
2173,Mann Ltd,Bolivia,Jerryton,Production,Hydroélectrique,4676,293821.55858127587,432963.7965028838,992819.1374839756,368989.0519799391,355884.4927818199,2733,6.01583632303817,140916.5116904366,5787.248978368773,77.64737136253733,2001-09-11,2023-10-28,57.04,Partenariat,17.24
2174,Hale PLC,Pitcairn Islands,Michaelchester,Renouvelables,Pétrole,3956,221455.11285156987,141993.21709579343,807404.2521503633,188829.86441222072,388007.4090239041,877,2.8288875552452017,487590.9686851309,4573.703375381887,94.94508114869345,2005-03-09,2023-09-07,66.33,Publique,70.0
2175,Bowman-Glass,Guinea,Joshuaburgh,Renouvelables,Éolien,4213,345731.33198689093,241153.00373749493,498345.8398729582,390540.8232275188,426236.8748845676,3230,5.104814920480497,292590.34895683225,3006.539828935265,72.9929860832347,2017-05-29,2023-12-25,68.36,Partenariat,59.1
2176,"Myers, Parks and Jones",Tonga,East Stephanie,Renouvelables,Éolien,828,257421.7760880396,551220.0163603236,705531.744895385,276008.6845769462,169583.03658408468,4959,6.794820423473375,281196.1182991806,9257.200902511928,55.11071382562586,2019-11-08,2023-03-29,21.75,Privée,94.84
2177,Williams-Webb,Cote d'Ivoire,Davisburgh,Raffinage,Solaire,9677,340242.04837842524,113387.79199752158,730628.8633899367,203661.64036309783,436947.8179892934,3386,8.50846306946113,347899.464153662,6182.402065973297,85.9841188616372,2011-02-05,2023-01-05,41.9,Publique,95.7
2178,Brown-Davis,Israel,East Allison,Raffinage,Gaz,8477,372583.9816386288,559835.1260758626,223082.09562364,402135.68509539176,142832.51028408576,4608,3.9575956281257776,312022.3098499216,296.087972179596,22.787302947795645,2018-05-12,2023-10-14,31.03,Partenariat,32.53
2179,"Smith, Dixon and Mays",Congo,Kellystad,Production,Solaire,6199,297270.6003321404,245404.9271622192,671821.7417378471,400053.12827139033,472484.340321266,1648,2.075584510398798,171803.80703376673,3546.807939917462,59.77015970139731,1999-08-22,2023-01-06,51.81,Publique,44.02
2180,Koch-Benton,Albania,West Jeffery,Exploration,Gaz,3669,69249.27401699904,175978.5213107118,950982.3765219057,361457.86955908895,213044.42178428208,2362,1.0080306916023918,52299.97133373043,3908.240280886996,35.848082956300374,1998-10-08,2023-11-27,31.93,Privée,84.47
2181,"Duarte, Sullivan and Johnson",Kuwait,West Jennifer,Renouvelables,Gaz,5434,322088.96578395966,521191.5614598934,310980.6118735978,165306.7468651994,391150.51003354514,362,3.880859696725815,425992.4759891044,9646.419384472518,41.22774656408929,2006-03-24,2023-05-01,6.7,Partenariat,17.48
2182,"Castaneda, Holloway and Lin",Korea,Port Aaron,Raffinage,Gaz,9037,98300.992312686,69112.66410813485,441488.9829111438,107559.14160515698,350648.9589548895,3032,3.929519091437325,473008.1669628123,2768.772126886012,56.20925662644439,2013-12-12,2023-12-08,87.04,Partenariat,74.87
2183,Rose and Sons,Tanzania,New Rogerbury,Exploration,Solaire,8267,293152.363707974,493605.1384110272,922070.7901385366,217533.8653801944,202568.26564578072,1423,2.43569800079148,282375.66579219984,3496.3076042078087,44.63699526846641,2011-11-01,2023-12-25,85.21,Publique,55.63
2184,"Pham, Maldonado and Krueger",Suriname,Mitchellborough,Distribution,Pétrole,8758,54977.57943759314,567481.573151567,858270.0263978501,138806.95243069,111750.7925936975,2372,1.6994128531836006,343572.7068939067,2077.2594532337403,87.10682856569089,1999-12-30,2023-05-24,23.02,Partenariat,21.38
2185,Smith Inc,Kenya,Phillipsstad,Distribution,Solaire,5818,229097.58459079845,64604.564534024415,388581.54984854406,73039.91580114633,414007.2659399897,2769,5.651804912290136,393952.3754101708,3623.497882022544,16.0317883959196,2010-03-16,2023-01-04,9.67,Partenariat,33.31
2186,"Nielsen, Foster and Lara",Dominican Republic,Andreaburgh,Renouvelables,Pétrole,8464,262210.2637333503,434292.11503814,399589.90651470586,378985.9984069011,489717.8659067466,3659,3.689234846504888,144202.8010430757,698.2435137739259,81.91885181626958,2022-08-20,2023-05-07,61.59,Privée,47.95
2187,Harris-Bennett,Qatar,Brownshire,Renouvelables,Gaz,9879,163667.61768948048,438404.3272479816,817356.6423715289,287443.5903025229,262690.6564413401,1524,9.682815539830145,326939.2618641962,8531.0475607618,30.244577298187764,2016-04-08,2023-08-10,73.17,Partenariat,44.88
2188,Barnes LLC,Guatemala,Dawsonfort,Raffinage,Hydroélectrique,9656,212170.1468207043,171080.2527051142,513594.6057560311,436886.4764909026,472152.9033548642,2056,3.881040901143292,174753.83686008817,3694.03420477818,91.82721475500918,2010-10-17,2023-03-28,96.92,Partenariat,65.99
2189,Hernandez-Massey,China,New Andreachester,Distribution,Pétrole,9032,294070.4077960221,473726.50855166354,641466.2320262018,84062.92048260546,341933.58904137404,795,7.690989679389663,59815.49122943059,773.2648546649747,17.585242267517497,2001-05-23,2023-08-05,18.55,Partenariat,53.64
2190,"Williams, Parker and Pennington",Korea,Singhshire,Distribution,Hydroélectrique,2793,87702.57773784385,249969.54950410017,493493.337610284,185576.6636019968,323503.5185132865,2223,0.0479513828458932,161533.37012562997,7976.253611948658,93.79180203000868,1995-05-26,2023-12-12,72.1,Privée,33.72
2191,"Dixon, Schultz and Payne",Jamaica,West Stephanieton,Production,Hydroélectrique,1770,204329.9691706565,112873.79125600694,792906.2651302457,296197.1599421245,-19375.56621241967,981,3.54152900496664,494504.5937521683,2052.3433939377605,69.63869316149145,2004-04-07,2023-08-19,84.45,Privée,17.27
2192,"James, Porter and Hansen",Jamaica,Port Ashley,Distribution,Gaz,819,213710.1106098456,425695.72968506673,304606.0062784139,211488.1966794049,38227.96129099676,1070,5.3552431332743575,216569.08187526712,7258.640036907495,25.22585374500119,2001-11-05,2023-05-19,95.06,Privée,43.63
2193,Garcia PLC,Liberia,Jennabury,Production,Solaire,5420,343187.62938789936,159526.16391205537,450542.0849818308,397407.1132760517,398170.3003949017,3916,0.968173213895932,259787.9818495054,4527.599646163949,84.68257185750564,2006-08-07,2023-10-15,9.3,Publique,91.18
2194,"Shepard, Henry and Combs",Kuwait,North Justin,Exploration,Pétrole,1545,205673.5540090876,342270.17149373656,569973.5924819973,368143.8924514735,146900.7556243404,2784,9.693341748286944,417835.4578834468,5516.242604529185,66.20179516432388,2007-10-06,2023-10-06,66.8,Privée,77.58
2195,Jacobs LLC,New Zealand,Charlesside,Exploration,Gaz,9511,130599.06412255402,125259.80305211514,823446.4410099792,399663.8287883058,64094.68368189884,2860,9.389265818296693,78129.90005248644,9655.293175883247,16.533434434069783,2012-06-11,2023-06-09,15.26,Privée,4.39
2196,Mooney-Gardner,Aruba,Port Nicholasmouth,Renouvelables,Gaz,7786,475737.5561132632,190396.33941479796,368390.5476626104,353045.15630895377,310484.9470448138,4053,5.162303617684282,174293.0585668872,6897.003056290847,41.722194709661295,2020-12-19,2023-12-13,56.33,Publique,80.48
2197,"Clark, Scott and Wood",Korea,East Julia,Exploration,Éolien,403,119729.83258767224,99584.85597180526,370249.4809310582,491524.7729134389,425175.7103319914,652,7.42543925094191,258325.7788199608,4908.931612564835,75.58698865101704,2011-06-25,2023-08-11,56.52,Partenariat,19.15
2198,Peters-White,Saint Barthelemy,New Courtneytown,Raffinage,Éolien,6593,424911.446278021,484427.7381713073,944241.9380749194,124311.6747800566,280816.8672039529,4069,2.1459719628695795,38772.45568250664,4564.647190209147,79.73873809296826,2011-06-24,2023-07-15,48.41,Partenariat,91.03
2199,Bolton Inc,Germany,Burgessview,Exploration,Éolien,9014,203734.5035249335,592927.7335745313,171813.75299592625,421371.98379385954,494774.4296624132,1272,2.0374563281357325,116240.34450154034,2214.649956531932,83.23078134453463,2014-02-04,2023-02-22,5.7,Privée,91.11
2200,Carter-Hardin,Togo,Lake Lindaville,Exploration,Pétrole,4443,254202.8581863136,465553.3929185788,111983.143105401,480382.33595567854,305982.7726288854,4467,0.1643804576777463,360516.3642201544,7699.294362400628,50.66615258906261,2006-05-04,2023-08-28,77.84,Partenariat,19.57
2201,"Vaughn, Walters and Stanton",Kenya,Dawnport,Raffinage,Hydroélectrique,7459,443227.7346448415,268729.46124722285,644854.503828317,330332.1747606178,437960.5202701172,1548,3.4769359333091057,275533.5081205229,892.316402219087,83.48042877424649,2021-03-09,2023-06-16,95.57,Privée,82.44
2202,Phillips-Conrad,Kuwait,East Marcusport,Production,Solaire,2579,442531.6333051605,74452.3520871226,878986.4230398602,397920.80333085527,325188.10341549164,4373,9.020127469099377,173319.14215141963,1704.148528233836,94.6795358990436,2019-07-17,2023-06-14,7.53,Publique,40.83
2203,Ball Group,Kuwait,Starkmouth,Distribution,Éolien,328,247400.729346234,453126.4395444084,338404.7942964056,178157.51731874494,263151.25491970783,4009,9.593957107147924,116952.85291096698,7105.592038975905,19.98581367831421,2022-03-17,2023-12-06,42.74,Privée,25.8
2204,Nguyen-Williams,British Indian Ocean Territory (Chagos Archipelago),Port Dawnmouth,Raffinage,Gaz,8322,150615.0763338631,571227.3283198955,302732.95255316,464515.1803887178,448049.7177326575,1138,2.365736948431605,95208.86288050546,8347.209819463047,12.968033825498122,2023-02-14,2023-04-08,80.25,Privée,68.95
2205,Chaney PLC,Uruguay,Wilcoxshire,Exploration,Gaz,9308,440097.7586923016,321983.57689038955,785907.687168183,391808.5920143152,460446.563011741,3476,7.27828056487934,458891.935842401,1480.4835681224915,77.26240683492641,2014-12-06,2023-10-10,10.49,Privée,27.74
2206,Aguilar-Soto,Saint Pierre and Miquelon,Gonzalezhaven,Distribution,Pétrole,1981,399792.9446063453,292470.8728348369,897240.879830086,398485.7854978589,91822.81282573425,3064,7.338987672194733,20758.74114676869,7266.187598029091,92.66261359873496,1999-12-17,2023-07-26,20.06,Publique,29.46
2207,Bishop Ltd,Turkmenistan,North Randallview,Raffinage,Pétrole,9382,481749.6293619016,339293.7784689915,769412.7290810446,291939.27090862073,6114.979831913319,3962,0.8178938125335888,285199.8659660337,2244.530204173902,25.723895311810136,2021-03-11,2023-03-01,67.04,Privée,82.62
2208,"Stewart, Bailey and Freeman",Iceland,Mooreburgh,Distribution,Pétrole,2972,463711.2732235087,551441.6430499265,225963.60686286644,156565.41476895602,351777.37238356663,3839,1.0922331395730411,220275.4384455321,4560.255612669967,88.91841616270797,2002-07-20,2023-01-21,71.29,Partenariat,80.5
2209,"Thomas, Gonzalez and Krueger",Lithuania,Stacyberg,Exploration,Pétrole,2577,406018.18845128326,415172.5761005626,577655.181014489,406991.0904085449,156199.66457536828,4256,6.370687147738127,237552.49311682876,6268.12813246905,97.13852697836408,2004-12-11,2023-04-27,79.35,Partenariat,38.74
2210,Davidson LLC,Antarctica (the territory South of 60 deg S),Port Thomas,Distribution,Gaz,9335,268610.5877468961,230248.3856083007,949075.0309562124,325387.9443156915,231183.0923221716,3017,3.954164033073896,302197.736363919,5479.322932184255,76.00942254038091,2003-12-17,2023-03-10,35.28,Privée,12.66
2211,Brady-Lin,Bolivia,East Tiffanytown,Production,Solaire,9787,129109.53475983604,197310.32815678063,429654.6784444504,230018.64978213047,132163.30551831063,758,2.8762773812829834,58548.29773163951,2494.665479371349,44.94207141962892,2016-08-05,2023-10-22,0.37,Privée,89.63
2212,Cook and Sons,Papua New Guinea,Charlesstad,Raffinage,Gaz,5213,269102.2455483128,425003.8720299736,106526.39205884056,406392.8084488932,-9450.71461410819,2461,9.425469879519047,323356.454168214,3379.0472576144966,44.52052310184204,2013-09-24,2023-08-25,65.15,Partenariat,42.73
2213,"Ponce, Brooks and Figueroa",Cote d'Ivoire,Lake Johnview,Production,Pétrole,5306,128123.62370239514,176801.91953220783,578716.335535749,322503.0717824771,251696.46979529824,576,1.140857033383056,16996.54457070993,9283.0688707881,86.87029034132311,2012-01-12,2023-07-09,36.54,Partenariat,48.14
2214,"White, Adams and Jones",Nigeria,West Marcusfurt,Renouvelables,Pétrole,2861,106911.0021486336,526278.7673260275,686071.0494820251,121451.84657564697,174352.13235196957,2720,0.1994959536295937,165753.28786753144,1799.3687160096313,47.8431760291259,1994-08-25,2023-08-18,29.8,Privée,93.28
2215,Klein-Lopez,Somalia,North Lucasport,Renouvelables,Gaz,3607,85406.7707295644,236097.25754246663,876669.193739533,224250.5946920783,243925.5427379075,1196,3.0882893187114635,300274.926456873,3494.8437127364946,92.44184793984536,2010-01-03,2023-04-30,54.43,Partenariat,26.69
2216,Dean Ltd,Montserrat,Nguyenbury,Exploration,Solaire,7501,187673.2307674535,94891.9579019188,396639.0048166385,482435.7226385343,419382.8570914412,3846,4.30288568621119,398040.1715031618,8662.285033082453,88.52830902883949,2007-11-09,2023-12-07,5.55,Partenariat,71.49
2217,Salinas PLC,Bahrain,Manuelville,Exploration,Éolien,9076,375197.66481042624,117089.8004767464,656523.2122898025,139881.6124864654,24523.14724645439,4655,8.026487495297701,107307.22272222256,9208.030067726782,61.9185082146155,2008-11-26,2023-08-22,79.05,Publique,81.32
